proteinID	Result_Value	Result_Type	Dose	DoseUnit	Repeat	Temperature	ProjectName	ExperimentName	SampleGroup	SampleName
Protein_22	1230.6	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_22	405.6	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_22	1065.6	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_22	444.32	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_22	481.05	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_22	613.91	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_22	5655.4	Intensity	0	uM	R1	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	4147.5	Intensity	0	uM	R1	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	4616.7	Intensity	0	uM	R1	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	4865	Intensity	0	uM	R1	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	5211.4	Intensity	0	uM	R1	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	6474.7	Intensity	0	uM	R1	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	5884.5	Intensity	0	uM	R1	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	6518.4	Intensity	0	uM	R1	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	6090	Intensity	0	uM	R1	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	4993.6	Intensity	0	uM	R1	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_22	3890.1	Intensity	0	uM	R2	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	4116.6	Intensity	0	uM	R2	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	3253	Intensity	0	uM	R2	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	2630.1	Intensity	0	uM	R2	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	3568.7	Intensity	0	uM	R2	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	3353	Intensity	0	uM	R2	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	4108.5	Intensity	0	uM	R2	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	6409.6	Intensity	0	uM	R2	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	4113.7	Intensity	0	uM	R2	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	6006.4	Intensity	0	uM	R2	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_22	4021.1	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	2028.9	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	3040.1	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	3067.5	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	4784.4	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	4988.3	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	6373.4	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	9045.1	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	10154	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	7333.1	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_22	149.76	Intensity	1000	uM	R2	70	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	254.3	Intensity	1000	uM	R2	67.1	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	276.3	Intensity	1000	uM	R2	64	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	388.43	Intensity	1000	uM	R2	60.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	470.24	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	380.55	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	432.4	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	484.16	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	602.78	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_22	456.9	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_23	640.53	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	1151.7	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	686.27	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	898.97	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	1036.3	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	2085.3	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	2501.2	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	3540	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	4991.9	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	6459	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_23	1398.5	Intensity	1000	uM	R2	70	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	779.21	Intensity	1000	uM	R2	67.1	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	923.29	Intensity	1000	uM	R2	64	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	895.59	Intensity	1000	uM	R2	60.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	1482.4	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	1056.8	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	2570.9	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	3934.7	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	4701.7	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	4546.7	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_23	584.08	Intensity	0	uM	R1	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	568.27	Intensity	0	uM	R1	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	453.06	Intensity	0	uM	R1	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	483.69	Intensity	0	uM	R1	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	413.55	Intensity	0	uM	R1	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	1012.5	Intensity	0	uM	R1	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	1576.5	Intensity	0	uM	R1	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	2767.7	Intensity	0	uM	R1	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	3401.1	Intensity	0	uM	R1	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	3179.8	Intensity	0	uM	R1	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_23	902.93	Intensity	0	uM	R2	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	1083.7	Intensity	0	uM	R2	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	1001.1	Intensity	0	uM	R2	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	600.08	Intensity	0	uM	R2	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	702.35	Intensity	0	uM	R2	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	668.55	Intensity	0	uM	R2	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	1489.9	Intensity	0	uM	R2	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	2575.5	Intensity	0	uM	R2	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	2372.7	Intensity	0	uM	R2	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	3458.8	Intensity	0	uM	R2	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_23	673.06	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	380.41	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	392.37	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	544.48	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	979.51	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	1154.2	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	1858.7	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	3116.3	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	4700.1	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_23	3115.1	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_24	107.26	Intensity	0	uM	R1	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_24	50.806	Intensity	0	uM	R1	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_24	195.24	Intensity	0	uM	R1	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_24	231.68	Intensity	0	uM	R1	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_24	396.98	Intensity	0	uM	R1	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_24	633.78	Intensity	0	uM	R1	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_24	756.67	Intensity	0	uM	R1	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_24	301.83	Intensity	0	uM	R1	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	4270.9	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	7312.2	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	6628.6	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	10496	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	13034	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	23621	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	26031	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	47119	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	88437	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	105490	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_25	10045	Intensity	1000	uM	R2	70	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	8575.5	Intensity	1000	uM	R2	67.1	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	13453	Intensity	1000	uM	R2	64	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	15520	Intensity	1000	uM	R2	60.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	23742	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	22037	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	44661	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	124300	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	223000	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	239950	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_25	4694.7	Intensity	0	uM	R1	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	3702.3	Intensity	0	uM	R1	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	5595.1	Intensity	0	uM	R1	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	5594.7	Intensity	0	uM	R1	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	10002	Intensity	0	uM	R1	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	13020	Intensity	0	uM	R1	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	18485	Intensity	0	uM	R1	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	38964	Intensity	0	uM	R1	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	73413	Intensity	0	uM	R1	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	52695	Intensity	0	uM	R1	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_25	2172.3	Intensity	0	uM	R2	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	3479.6	Intensity	0	uM	R2	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	2978.9	Intensity	0	uM	R2	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	2842.2	Intensity	0	uM	R2	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	5338.8	Intensity	0	uM	R2	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	6206.8	Intensity	0	uM	R2	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	11641	Intensity	0	uM	R2	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	27021	Intensity	0	uM	R2	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	32138	Intensity	0	uM	R2	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	47593	Intensity	0	uM	R2	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_25	939.23	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	687.84	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	922.04	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	1599.7	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	3424.8	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	5385.4	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	9100	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	18475	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	39799	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	31789	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_25	1496.4	Intensity	1000	uM	R2	70	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	993.63	Intensity	1000	uM	R2	67.1	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	1687	Intensity	1000	uM	R2	64	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	947.34	Intensity	1000	uM	R2	60.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	2013	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	3276.9	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	5926	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	8674.9	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	29284	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_25	23893	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_26	448.38	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	749.79	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	708.82	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	823.82	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	1280.5	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	2944.7	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	3032.9	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	6129.6	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	6968.4	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_26	7578.6	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	10341	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	16566	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	15456	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	21584	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	24979	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	33813	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	30777	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	32984	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	34462	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	40087	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Active	Active_1000uM_R1
Protein_27	10003	Intensity	1000	uM	R2	70	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	10658	Intensity	1000	uM	R2	67.1	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	13460	Intensity	1000	uM	R2	64	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	14649	Intensity	1000	uM	R2	60.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	21944	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	13220	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	22434	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	25049	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	25108	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	25529	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_27	8170.4	Intensity	0	uM	R1	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	5859.9	Intensity	0	uM	R1	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	7173.7	Intensity	0	uM	R1	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	9044.5	Intensity	0	uM	R1	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	10149	Intensity	0	uM	R1	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	12179	Intensity	0	uM	R1	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	14295	Intensity	0	uM	R1	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	17280	Intensity	0	uM	R1	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	20424	Intensity	0	uM	R1	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	12443	Intensity	0	uM	R1	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_27	6586	Intensity	0	uM	R2	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	9950.4	Intensity	0	uM	R2	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	9802.6	Intensity	0	uM	R2	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	10074	Intensity	0	uM	R2	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	14592	Intensity	0	uM	R2	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	10844	Intensity	0	uM	R2	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	13394	Intensity	0	uM	R2	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	17368	Intensity	0	uM	R2	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	13335	Intensity	0	uM	R2	42.9	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	16888	Intensity	0	uM	R2	40	Project_1	Experiment_1	DMSO	DMSO_0uM_R2
Protein_27	11338	Intensity	1000	uM	R1	70	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	9041.1	Intensity	1000	uM	R1	67.1	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	11589	Intensity	1000	uM	R1	64	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	13579	Intensity	1000	uM	R1	60.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	19373	Intensity	1000	uM	R1	56.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	15053	Intensity	1000	uM	R1	53.2	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	25830	Intensity	1000	uM	R1	49.6	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	27293	Intensity	1000	uM	R1	46	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	32943	Intensity	1000	uM	R1	42.9	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	18863	Intensity	1000	uM	R1	40	Project_1	Experiment_1	Inactive	Inactive_1000uM_R1
Protein_27	5110.7	Intensity	1000	uM	R2	70	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	6042.6	Intensity	1000	uM	R2	67.1	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	9945.9	Intensity	1000	uM	R2	64	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	8667.3	Intensity	1000	uM	R2	60.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	11893	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	8404.6	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	9560.4	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	8541.9	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	11946	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_27	9464.8	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Inactive	Inactive_1000uM_R2
Protein_28	250.59	Intensity	1000	uM	R2	70	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	131.15	Intensity	1000	uM	R2	67.1	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	537.18	Intensity	1000	uM	R2	64	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	694.27	Intensity	1000	uM	R2	60.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	1598.3	Intensity	1000	uM	R2	56.8	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	1761.5	Intensity	1000	uM	R2	53.2	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	7527.5	Intensity	1000	uM	R2	49.6	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	12476	Intensity	1000	uM	R2	46	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	11156	Intensity	1000	uM	R2	42.9	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	15522	Intensity	1000	uM	R2	40	Project_1	Experiment_1	Active	Active_1000uM_R2
Protein_28	640.28	Intensity	0	uM	R1	70	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_28	661.31	Intensity	0	uM	R1	67.1	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_28	945.49	Intensity	0	uM	R1	64	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_28	667.08	Intensity	0	uM	R1	60.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_28	1398.4	Intensity	0	uM	R1	56.8	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_28	2645.4	Intensity	0	uM	R1	53.2	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_28	4957.5	Intensity	0	uM	R1	49.6	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
Protein_28	7749.3	Intensity	0	uM	R1	46	Project_1	Experiment_1	DMSO	DMSO_0uM_R1
