proteinID	Result_Value	Result_Type	Dose	DoseUnit	Repeat	Temperature	ProjectName	ExperimentName	SampleGroup	SampleName
Protein_17	133440	Intensity	1000000	nM	1	64.7	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_17	52145000	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_17	58700000	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_17	73447000	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_17	53504000	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_17	54518000	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_17	4595900	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_17	43889000	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_17	71573000	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_17	62253000	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_17	65269000	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_17	36107000	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_17	981090	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_17	60983000	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	56651000	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	53626000	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	68805000	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	26171000	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	2013800	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	124180	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	88424	Intensity	100	nM	1	64.7	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	49288	Intensity	100	nM	1	66.2	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_17	36521000	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_17	64231000	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_17	47144000	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_17	49786000	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_17	34439000	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_17	1400100	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_18	4554700	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_18	6055100	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_18	3061400	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_18	1957000	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_18	1221500	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_18	5681900	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_18	7044100	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_18	6052900	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_18	1508600	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_18	5842200	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_18	185790	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_18	6631000	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_18	10994000	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_18	3410900	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_18	5668900	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_18	7572700	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_18	7201700	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_18	2073600	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_18	7467500	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_18	5903000	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_18	2460900	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_18	5968900	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_18	7751800	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_18	5830300	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_18	1839600	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_18	1925100	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	42208000	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	56331000	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	60190000	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	67511000	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	80316000	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	85845000	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	75040000	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	39224000	Intensity	1000000	nM	1	58.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	12339000	Intensity	1000000	nM	1	61.8	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	2229900	Intensity	1000000	nM	1	64.7	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	908260	Intensity	1000000	nM	1	66.2	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	330320	Intensity	1000000	nM	1	67	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_19	33298000	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	52005000	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	75094000	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	53041000	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	96751000	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	57714000	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	83019000	Intensity	100000	nM	1	54.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	35011000	Intensity	100000	nM	1	58.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	8362200	Intensity	100000	nM	1	61.8	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	1534600	Intensity	100000	nM	1	64.7	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	969160	Intensity	100000	nM	1	66.2	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	586510	Intensity	100000	nM	1	67	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_19	41372000	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	8.7e+07	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	74008000	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	75334000	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	121520000	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	94251000	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	85962000	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	30246000	Intensity	1000	nM	1	58.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	9990900	Intensity	1000	nM	1	61.8	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	1587800	Intensity	1000	nM	1	64.7	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	1182900	Intensity	1000	nM	1	66.2	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	1370800	Intensity	1000	nM	1	67	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_19	45348000	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	66448000	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	78153000	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	85509000	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	84764000	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	109490000	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	72286000	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	29232000	Intensity	100	nM	1	58.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	9087300	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	2111900	Intensity	100	nM	1	64.7	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	1605900	Intensity	100	nM	1	66.2	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	782450	Intensity	100	nM	1	67	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_19	36288000	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	70691000	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	53171000	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	55561000	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	73278000	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	90837000	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	67979000	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	25250000	Intensity	0	nM	1	58.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	6879400	Intensity	0	nM	1	61.8	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	3875800	Intensity	0	nM	1	64.7	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	1103500	Intensity	0	nM	1	66.2	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_19	883320	Intensity	0	nM	1	67	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	21203000	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_20	18399000	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_20	29963000	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_20	19531000	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_20	31888000	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_20	19164000	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_20	177600	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_20	13063000	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_20	22529000	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_20	20552000	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_20	19879000	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_20	32181000	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_20	12862000	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_20	348230	Intensity	100000	nM	1	66.2	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_20	14121000	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	27774000	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	26329000	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	26382000	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	26544000	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	12856000	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	542480	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	383180	Intensity	1000	nM	1	58.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	321380	Intensity	1000	nM	1	64.7	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	209490	Intensity	1000	nM	1	66.2	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_20	24242000	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	29303000	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	29479000	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	22824000	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	28116000	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	19900000	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	1630100	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	336160	Intensity	100	nM	1	58.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	259740	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	531910	Intensity	100	nM	1	66.2	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_20	15071000	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	24790000	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	17964000	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	20301000	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	16296000	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	14117000	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	97050	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_20	252000	Intensity	0	nM	1	66.2	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_21	4244100	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_21	6125500	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_21	5066600	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_21	5850000	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_21	6315300	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_21	566290	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_21	245800	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_21	2063700	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_21	4679900	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_21	6948400	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_21	5796300	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_21	7785900	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_21	4480700	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_21	11313000	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_21	12880000	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_21	9767600	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_21	9631800	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_21	3936800	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_21	9141600	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_21	7947300	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_21	7404400	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_21	4403500	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_21	2840900	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_21	8567600	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_21	5785000	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_21	4765200	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_21	5661400	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_22	8836900	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	11165000	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	11637000	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	12057000	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	10271000	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	3520100	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	147090	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	314840	Intensity	1000000	nM	1	61.8	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_22	6076900	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_22	6706800	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_22	11063000	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_22	7080000	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_22	13387000	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_22	4333600	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_22	360360	Intensity	100000	nM	1	58.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_22	10612000	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_22	18601000	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_22	14672000	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_22	17217000	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_22	18984000	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_22	7427600	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_22	858550	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_22	8888500	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_22	13185000	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_22	10984000	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_22	15472000	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_22	12180000	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_22	9746300	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_22	4840500	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_22	13390000	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_22	11455000	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_22	10389000	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_22	12036000	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_22	7341200	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_22	467140	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_23	3656600	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_23	9178900	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_23	7481100	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_23	6909700	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_23	9202300	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_23	7651000	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_23	3902500	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_23	2798000	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	8871800	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	11098000	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	5674800	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	21550000	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	9218200	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	6347500	Intensity	100000	nM	1	54.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	525500	Intensity	100000	nM	1	61.8	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_23	4262600	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	14314000	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	13614000	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	16969000	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	21384000	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	15675000	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	5081500	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	693730	Intensity	1000	nM	1	61.8	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_23	3152200	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	10878000	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	10899000	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	10752000	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	21352000	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	13578000	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	3734700	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	1024700	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_23	1855700	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_23	7741000	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_23	3174900	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_23	1671800	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_23	7094800	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_23	9132100	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
